"","data","R_lowerCI","R_medio","R_upperCI"
"263",2020-10-23,1.57389180660657,1.58624641541305,1.5986486579738
"264",2020-10-24,1.52940631949905,1.5411030833665,1.55284378969611
"265",2020-10-25,1.49378461463051,1.50491314119446,1.51608239701539
"266",2020-10-26,1.47080652648078,1.48146100435271,1.49215340263063
"267",2020-10-27,1.41317581209133,1.42327056086211,1.43340074043972
"268",2020-10-28,1.38963236918996,1.39933524037018,1.4090714021825
"269",2020-10-29,1.35104669168836,1.36033902608471,1.36966276727406
"270",2020-10-30,1.31124780530867,1.32015956025726,1.32910108006432
"271",2020-10-31,1.25555625614559,1.26406627834278,1.27260464651389
"272",2020-11-01,1.23984262297976,1.24812043032273,1.2564253990833
"273",2020-11-02,1.2191551798559,1.22720570906073,1.23528236554835
"274",2020-11-03,1.19011983637951,1.19793397000573,1.20577332005971
"275",2020-11-04,1.16141399054945,1.16901148816988,1.17663341289474
"276",2020-11-05,1.14525442254262,1.15269386315739,1.16015705611693
"277",2020-11-06,1.13184570847837,1.13914931009017,1.14647607627254
"278",2020-11-07,1.12715322144741,1.13435949759088,1.14158841961411
"279",2020-11-08,1.0845472858303,1.09154186983489,1.09855862627439
"280",2020-11-09,1.05662220307908,1.06346695821758,1.07033350690354
"281",2020-11-10,1.04942560435869,1.05620145781233,1.06299881494799
"282",2020-11-11,1.01994201972116,1.02658540644973,1.03325006122636
"283",2020-11-12,0.996683053532746,1.00322532296381,1.00978869872663
"284",2020-11-13,0.974667417198366,0.98112329491275,0.987600188821312
"285",2020-11-14,0.962177289335941,0.968588545150663,0.975020796279173
"286",2020-11-15,0.952141674609999,0.958524492127917,0.964928338020533
"287",2020-11-16,0.930329130724241,0.936650047039917,0.94299206838919
"288",2020-11-17,0.895212660316651,0.901433051060873,0.907674680995155
"289",2020-11-18,0.885272450599326,0.8914903241496,0.897729657180407
"290",2020-11-19,0.859788529649555,0.865956559481907,0.872146330378521
"291",2020-11-20,0.847404109128034,0.853578135739994,0.859774262819307
"292",2020-11-21,0.819139726352574,0.825268298808136,0.831419396680426
"293",2020-11-22,0.795985475383287,0.802095760438556,0.808229085754934
"294",2020-11-23,0.777269106913444,0.783387009185171,0.789528563066124
"295",2020-11-24,0.77058129696609,0.776763577250481,0.782970217280263
"296",2020-11-25,0.763327284198534,0.769579232194477,0.775856326666486
"297",2020-11-26,0.769323551399555,0.775706558226754,0.782115571170884
"298",2020-11-27,0.761454753057408,0.767914727510002,0.774401611769821
"299",2020-11-28,0.778375426211963,0.785022591645375,0.791697628857993
"300",2020-11-29,0.784637138112979,0.791426726370702,0.798245159863115
"301",2020-11-30,0.800908786987322,0.807884373141878,0.814889787155678
"302",2020-12-01,0.84124147287646,0.848505059753327,0.855799438904191
"303",2020-12-02,0.858419842073233,0.865860213247042,0.87333224671487
"304",2020-12-03,0.875087968435837,0.882693081606047,0.890330644238929
"305",2020-12-04,0.890518065988304,0.898273047213236,0.906061184486017
"306",2020-12-05,0.898229495162702,0.906091513667078,0.913987316485075
"307",2020-12-06,0.911460122708302,0.919446336649398,0.927466904525133
"308",2020-12-07,0.90626267070564,0.914284663376498,0.922341515703734
"309",2020-12-08,0.872450048900986,0.880376328208338,0.888337955110307
"310",2020-12-09,0.873167318085184,0.881160727796377,0.889190055595144
"311",2020-12-10,0.886289802068193,0.894411351890179,0.902569431456176
"312",2020-12-11,0.880533867007521,0.888695689548068,0.896894644205888
"313",2020-12-12,0.890905372243946,0.899183487481604,0.907499355408956
"314",2020-12-13,0.90586525837465,0.914279092242084,0.92273128284114
"315",2020-12-14,0.922079746894277,0.930629894463476,0.939218955457476
"316",2020-12-15,0.943170414116159,0.951871756901985,0.960612501244387
"317",2020-12-16,0.947925785094261,0.95669243657954,0.965498882211789
"318",2020-12-17,0.942278416268115,0.951055355872011,0.959872420798703
"319",2020-12-18,0.959008342089995,0.967897558276129,0.976827215848517
"320",2020-12-19,0.96313935000206,0.972075793496636,0.98105293374383
"321",2020-12-20,0.991257400322676,1.00034684502003,1.0094771999067
"322",2020-12-21,0.992440601397976,1.00154713332253,1.01069468030805
"323",2020-12-22,1.00600953559257,1.01518343945779,1.02439840725517
"324",2020-12-23,1.02370070613912,1.03295217748289,1.04224469009254
"325",2020-12-24,1.04708772549596,1.05643124702599,1.06581569793346
"326",2020-12-25,1.03626551099316,1.04553501041569,1.05484521352913
"327",2020-12-26,1.0562935197417,1.06562352802635,1.07499399355135
"328",2020-12-27,1.06879741918178,1.07814525602329,1.08753323149954
"329",2020-12-28,1.10095183246055,1.11039299463106,1.11987390849528
"330",2020-12-29,1.10698580217488,1.11639171311479,1.12583686594231
"331",2020-12-30,1.09791889948431,1.10721682754936,1.11655341887512
"332",2020-12-31,1.07624310278246,1.08537935551493,1.09455369007288
"333",2021-01-01,1.0686323085457,1.07767366758978,1.08675258764334
"334",2021-01-02,1.03976947615907,1.04863194080005,1.05753149540099
"335",2021-01-03,1.00006489793998,1.00871367688662,1.0173991788669
"336",2021-01-04,0.956919225653585,0.965355413788389,0.973828114098974
"337",2021-01-05,0.918199282088114,0.926461011037855,0.934759230982679
"338",2021-01-06,0.855363983232622,0.86335801930538,0.871388723275015
"339",2021-01-07,0.802821543296124,0.810614484651075,0.81844454615291
"340",2021-01-08,0.739540649511975,0.747096051107389,0.754689320300271
"341",2021-01-09,0.663227252859629,0.670487048128805,0.677785814425443
"342",2021-01-10,0.578185502738636,0.585099844787936,0.592054716151698
"343",2021-01-11,0.4590572316045,0.465381601064179,0.471748638934664
"344",2021-01-12,0.348369604462461,0.354072058017474,0.359820163457811
"345",2021-01-13,0.266876086845889,0.27208954768016,0.27735274001331
